	D1	D2	D3	D4	D5	D6	D7	D8	D9
ENSMUSG00000028145	313	260	303	212	317	306	407	268	365
ENSMUSG00000028148	1	0	5	1	2	1	2	2	3
ENSMUSG00000028149	4705	4106.999	4716	2938.001	4213.998	3887.999	3922	2600	4023
ENSMUSG00000028150	166	145.001	170	161.001	200	166	240.999	126	241
ENSMUSG00000028152	944.001	761	867.001	677.999	998.001	918	987.001	692	984
ENSMUSG00000028156	5545	4844.001	5586.999	4451.999	5500.989	5483.001	5729	3809.999	5773.993
ENSMUSG00000028158	109	103	99	121	156	132	152	120	151
ENSMUSG00000028159	216	184	237	266.999	358.001	315	381	210	380
ENSMUSG00000028161	4489	4029	4169	3294	4466	4275	4953	3196	4729.001
ENSMUSG00000028163	1643	1575	1704	2180	2871	2690	2962	2026.001	3001.999
ENSMUSG00000028164	2681	2403	2697	1558	2138	1891	2184	1512	2167.001
ENSMUSG00000028165	1570.001	1378	1644.001	1358	1822	1617.999	1802	1268	1881
ENSMUSG00000028167	145	164	173	111	120	144	136	74	144
ENSMUSG00000028172	0	0	0	0	0	0	0	0	0
ENSMUSG00000028173	11316.999	9855	11352.999	7618	10143.001	9558	10355	6972	10130
ENSMUSG00000028174	0	0	0	0	0	0	0	0	0
ENSMUSG00000028175	2021.592	1710.08	2123.278	1208.974	1584.195	1433.978	1681.41	1087.302	1603.22
